name,level,score,count,chapters,firstChapter,lastChapter,regionLabel,aliases,contextSample
妥能和亚仙尊,review,67.92,1,1,2109,2109,待考,妥能和亚仙尊,南疆乐土传人陆畏因。他或许综合战力还登不上亚仙尊一级，但在防御手段上却妥妥能和亚仙尊较量。窗户大敞着，山间清新的空气传入肺腑，混合着茶的香气。方源远眺，窗外
是亚仙尊,review,67.92,1,1,2109,2109,待考,乃是亚仙尊,原本很完美。宿命大战时，青仇能感知到幽魂残魂所在，它本身拥有九转仇恨蛊，乃是亚仙尊战力。不仅能够帮助龙公维护天庭，而且还能剿灭幽魂残魂。可惜的是，方源无意
段在伏杀魔尊,review,67.92,1,1,2109,2109,待考,段在伏杀魔尊,仙尊为了克制幽魂的食道手段，开创出了吃亏是福、众生皆苦两大杀招。这两个手段在伏杀魔尊幽魂的战斗中，起到了关键作用。但乐土仙尊做到的不只是这一地步，他还将食道
登不上亚仙尊,review,67.92,1,1,2109,2109,待考,登不上亚仙尊,天下第一魔头——古月方源。另外一位是南疆乐土传人陆畏因。他或许综合战力还登不上亚仙尊一级，但在防御手段上却妥妥能和亚仙尊较量。窗户大敞着，山间清新的空气传入
才令魔尊,review,67.92,1,1,2110,2110,待考,才令魔尊,各自的真传，全力争取气绝魔仙成为己方盟友。最终气绝魔仙被方源争取了过来，这才令魔尊幽魂最终自爆毁灭。方源战后反思，总觉得自己的这场争夺战，胜利的太轻易了。
终将魔尊,review,67.92,1,1,2110,2110,待考,终将魔尊,了去了。方源追杀战，天庭、长生天同时出手，又有乐土仙尊的传人陆畏因参战，终将魔尊幽魂击杀。回顾幽魂的谋算，方源设身处地想：若他是幽魂，又该怎么去做？于是
元始成为仙尊,review,67.92,1,1,2111,2111,待考,元始成为仙尊,意。”“三百万多年前，异人势大，干扰平衡，天道便想削除，所以天意垂青，令元始成为仙尊。”“人道钟意的最佳例子，便是红莲魔尊。他是人道之子，气运浓厚至极，刚刚
乐土乃是仙尊,review,67.92,1,1,2112,2112,待考,乐土乃是仙尊,从种种痕迹上判断，乐土不仅去过，而且还开辟了道场。方源无法进入最底层，但乐土乃是仙尊，能力不好揣度。“如果这一切都是真的。那么乐土的目的，难道就是疯魔窟？”
难怪魔尊,review,67.92,1,1,2112,2112,待考,难怪魔尊,是否天庭也知道生死门中，藏着幽魂本体，所以提前搬离，不然幽魂有可乘之机？难怪魔尊幽魂控制了紫薇仙子之后，挖掘天庭库藏，始终都没有找到生死门。”陆畏因又喝
不会以亚仙尊,review,67.92,1,1,2113,2113,待考,不会以亚仙尊,，必定要让他感到安全。否则，别看方源总是冒险，但实际上生性谨慎的他，根本不会以亚仙尊的身份，去保护一位即将复活的尊者！所以，乐土仙尊要助方源成尊。红莲、幽魂
接逼得亚仙尊,review,67.92,1,1,2116,2116,待考,接逼得亚仙尊,劫景象并没有多少变化。一时间，方源竟只能停手！区区六转层次的灾劫，却是直接逼得亚仙尊方源无法再动手了。因为方源很快就想到，眼前的景象他既然无法推算虚实，那么
计地争夺仙子,review,67.92,1,1,2117,2117,待考,计地争夺仙子,被方源杀死。她被徐浩、李君影夫妇利用，充当棋子。她跪在地上求人，她千方百计地争夺仙子之位。她在秘传峰受到刁难，事实上当时灵缘斋的蛊仙对她的态度都很冷淡。她在
仍旧是亚仙尊,review,67.92,1,1,2123,2123,待考,仍旧是亚仙尊,用，已经远远不是一加一大于二那么简单了。只是不管底蕴、实力如何暴涨，方源仍旧是亚仙尊。他或许是古往今来的亚仙尊第一，但没有用。不成尊，就没有质变。方源暗自修
于亚仙尊,review,67.92,1,1,2125,2125,待考,对于亚仙尊,留下一个个动人的传说。天地秘境若能运用得当，对一个超级势力有巨大的好处。对于亚仙尊、尊者都有很大的帮助。远的不说，就说眼前的亚仙尊气绝魔仙，他就是凭借兮地
孔升天老祖,review,67.92,1,1,2125,2125,待考,到孔升天老祖,我错了！几位哥哥勿怪，我其实也只是好奇而已。”孔日天了解清楚了情况，便回到孔升天老祖宗的意志身旁，悄然告诉他了一切。孔升天的意志听完之后，也流露出一抹古怪之
连灵缘仙子,review,67.92,1,1,2125,2125,待考,连灵缘仙子,情蛊乃是灵缘斋所有，看来出手的恐怕是当代的灵缘斋仙子了。你们倒是好运道，连灵缘仙子都能碰到。”四大淫贼顿时一脸惨然之色。王小二懵懂：“难道四位哥哥身上，有
伏杀魔尊,review,67.92,1,1,2128,2128,待考,伏杀魔尊,角真阳楼，俘虏南疆一大票正道蛊仙，杀死的蛊仙遍及五域两天，参与天庭大战，伏杀魔尊幽魂的方源神情诚挚地说道。房家蛊仙们眼皮子跳了跳，旋即纷纷附和。“方源大
家一直对老祖,review,67.92,1,1,2128,2128,待考,家一直对老祖,番描述，心中的不安之情逐渐稀释下来。“气海老祖还是宽宏大量的！”“我们宋家一直对老祖他恭敬有加。”“看老祖这番态度，应当不必过于担心。即便他心中生厌，他也是
果难以让老祖,review,67.92,1,1,2128,2128,待考,果难以让老祖,牌。”“此事重大，在下也不敢定夺，需要向上汇报。但依在下猜测，恐怕此事结果难以让老祖您如愿呐。”宋夏麒语气委婉，说是要汇报，但其实是在明确的拒绝了。气海老祖
看老祖,review,67.92,1,1,2128,2128,待考,看老祖,释下来。“气海老祖还是宽宏大量的！”“我们宋家一直对老祖他恭敬有加。”“看老祖这番态度，应当不必过于担心。即便他心中生厌，他也是正气盟盟主，不会做得太
要联络上洞主,review,67.92,1,1,2129,2129,待考,要联络上洞主,，满脸凝重之色：“蚁灾如此凶猛险恶，已经不是我等能够解决的。当务之急，是要联络上洞主！”宋家大本营。“爷爷，你待我真好。多谢你的仙蛊！”宋亦诗捧着手中的六转
还有魔尊,review,67.92,1,1,2130,2130,待考,还有魔尊,自己找死！各家蛊仙虽然没有明说，但是心底里的看法都基本一致。天庭的狼狈，还有魔尊幽魂的性命，都已经彻底证明的方源的恐怖和凶狠奸诈。东海蛊仙并不知道，幽魂
也有镇压天灵,review,67.92,1,1,2133,2133,待考,也有镇压天灵,尊仙窍。等到洞天彻底稳定，方源便开始强行吞并这处洞天。即便天灵不愿，方源也有镇压天灵的手段，并且也已经改良成了复合杀招。方源改良成复合杀招的领域，其实也只能
仙们越看天灵,review,67.92,1,1,2133,2133,待考,仙们越看天灵,我们从未见过，天灵居然如此暴躁，四处乱蹦，喊的声音都哑了！”火原洞天的众仙们越看天灵，心中越是惊悚不安。天灵表现得越加狂暴，满脸都是惊恐之色，甚至开始用头撞
兔子天灵,review,67.92,1,1,2133,2133,待考,兔子天灵,往火原洞天的巨大通道。火原洞天中的天灵，是一只兔子。因为吞并过九天碎片，兔子天灵变得痴呆迷糊。但此刻，它却忽然间跳脚，四处乱蹦，惊惶嘶吼。火原洞天中的蛊
即便天灵,review,67.92,1,1,2133,2133,待考,即便天灵,为意，让他们钻回至尊仙窍。等到洞天彻底稳定，方源便开始强行吞并这处洞天。即便天灵不愿，方源也有镇压天灵的手段，并且也已经改良成了复合杀招。方源改良成复合
历代洞主,review,67.92,1,1,2133,2133,待考,历代洞主,蹦，惊惶嘶吼。火原洞天中的蛊仙们发现了这一幕，均是惊疑不定。“天灵迷糊，但历代洞主都用人间烟火杀招烧灼，所以比起其他洞天的天灵，它还有一丝清醒的本性！”“
可惜天灵,review,67.92,1,1,2133,2133,待考,可惜天灵,越是惊悚不安。天灵表现得越加狂暴，满脸都是惊恐之色，甚至开始用头撞柱子。可惜天灵不是真正的兔子，不管多结识的柱子，它都不会晕过去。“快查！一定要查到结果
快快联络洞主,review,67.92,1,1,2133,2133,待考,快快联络洞主,果，究竟是什么危害！”“这个危害太大了，恐怕会令我火原洞天万劫不复！”“快快联络洞主，如此大事只有他能做主。”“会不会是蚁灾继续爆发？”火原洞天的蛊仙们非常
管多少亚仙尊,review,67.92,1,1,2136,2136,待考,管多少亚仙尊,年历史，只出了十个尊者，每一个尊者的生平都证明了他们的无敌！尊者无敌！不管多少亚仙尊，都不会是尊者的对手。而天庭无疑拥有最多的尊者——元始、星宿、元莲！除此
甚至有亚仙尊,review,67.92,1,1,2141,2141,待考,甚至有亚仙尊,中，狂蛮魔尊拥有着无数图腾，每一个图腾都极其强大。至少是八转战力，个别的甚至有亚仙尊战力。似乎狂蛮魔尊选择的是第二种路线。”日子一天天过去，万族格局每天都有
些魔尊仙尊,review,67.92,1,1,2145,2145,待考,些魔尊仙尊,。这点和蛊屋有点相似。方源琢磨，觉得图腾杀招的背后，有兽力虚影的味道。“这些魔尊仙尊的才情，都是不可估量的。虽然狂蛮魔尊的性情有点出人意料，但谋算方面也是了
松下问童子,review,67.92,1,1,2147,2147,待考,松下问童子,经历从此成了杜志晓心中最浓重的阴影！众人全力倾听，就听见李小白吟诵道：“松下问童子，言师采药去。只在此山中，云深不知处。”二十个黑字，从李小白的口中飞舞而
就有亚仙尊,review,67.92,1,1,2155,2155,待考,就有亚仙尊,六百多手臂。“幽魂的修行之法，果然是厉害。”“这魂魄单独作战，单凭本身，就有亚仙尊战力了。如果动用仙元，还能催发出杀招来。”“关键是这杀招并不是由蛊虫催发
追杀战时魔尊,review,67.92,1,1,2155,2155,待考,追杀战时魔尊,品味反思。他刚刚魂魄显化，单独作战时，吐出的一道滚滚魂河，便是参考了方源追杀战时魔尊幽魂的本事。方源按照幽魂的法门，将参考出来的魂核杀招，转变成了魂道道痕，
莫利走到地灵,review,67.92,1,1,2157,2157,待考,莫利走到地灵,猪头，没有身子？”莫利却是激动得浑身颤抖：“蠢货，这是沙包福地的地灵！”莫利走到地灵的面前：“说吧，地灵，你认主的条件是什么？”猪头地灵飘到王小二的头顶上空
下最获得地灵,review,67.92,1,1,2158,2158,待考,下最获得地灵,防御为主。能闪避的果断不避，硬是往攻势下凑。他们还争抢莫利，毕竟此人是眼下最获得地灵青睐的人。若是能扶持他上位，也能赢下这场争夺战。最终在一番古怪的酣战之后
便是猪头地灵,review,67.92,1,1,2158,2158,待考,便是猪头地灵,男人最要害的地方。另一边，彭达魂魄也在出力，攻击莫利。而最吸引蛊仙注视的便是猪头地灵。猪头地灵大声叫好：“好，如此挨揍的方式实在叫人惊叹！更叫我动容的是这种
乎就有亚仙尊,review,67.92,1,1,2159,2159,待考,乎就有亚仙尊,价值极高，这点看看气绝魔仙就知道了。这种天地秘境只要开发出一套杀招来，几乎就有亚仙尊战力了！乎地可以看成准九转的仙蛊，但武家真要获取九转仙蛊，那是千难万难。
成为律道魔尊,review,67.92,1,1,2162,2162,待考,成为律道魔尊,土道。或许无极魔尊研究出了自在天痕杀招，想过要转修天道，但那个时候他已经成为律道魔尊，再不能回头了。从这点上，再次看出至尊仙窍蛊的优势。全流派通修！一条崭新
了老祖,review,67.92,1,1,2164,2164,待考,了老祖,景之中。”“这区区一份美酒，竟值得老祖您亲自赐名，这是它多么大的荣幸啊。有了老祖赐名，在下相信，此酒必将名动天下，广传五域！”“哈哈哈。”气海老祖大笑，
竟值得老祖,review,67.92,1,1,2164,2164,待考,竟值得老祖,一听就仿佛置身在春风拂面，花瓣在风中飞舞的场景之中。”“这区区一份美酒，竟值得老祖您亲自赐名，这是它多么大的荣幸啊。有了老祖赐名，在下相信，此酒必将名动天
参与到亚仙尊,review,67.92,1,1,2165,2165,待考,参与到亚仙尊,干冷峻的面孔上，也有些波动了。柴家有了八转仙蛊屋，就能对抗八转蛊仙，甚至参与到亚仙尊级别的旷世大战之中。话语权完全上了一个档次！是质变的突破！但这时，柴可卿
气盟有亚仙尊,review,67.92,1,1,2166,2166,待考,气盟有亚仙尊,。”“是啊，这几个异人蛊仙虽然可恶至极，但说话并非没有道理的。”“东海正气盟有亚仙尊气海老祖，尚且如此。更何况我们南联，却无这样的强者。”“更糟糕的是，武庸
恭迎太上老祖,review,67.92,1,1,2181,2181,待考,恭迎太上老祖,个层次和之前完全是判若两人。“走吧，我们进去。”石人蛊仙们飞临万壑岭。“恭迎太上老祖！”“老祖们终于回来了！！”万壑岭中还有大量的石人蛊师存在，发现石人蛊仙
仅伏杀了魔尊,review,67.92,1,1,2182,2182,待考,仅伏杀了魔尊,”接到情报后，秦鼎菱冷哼一声。方源追杀战时，陆畏因主动出面帮助了方源，不仅伏杀了魔尊幽魂，更协助方源顺利逃生。陆畏因乃是南疆乐土传人，如此一来，乐土和方源的
因等人和魔尊,review,67.92,1,1,2187,2187,待考,因等人和魔尊,句。方源知道，陆畏因恐怕真的已经施展出了全力。毕竟当初追杀战中，他和陆畏因等人和魔尊幽魂、天庭交手，堪称九死一生，如此情况之下，陆畏因还要隐藏实力几乎不可能
拥有亚仙尊,review,67.92,1,1,2187,2187,待考,拥有亚仙尊,悦色地安抚道：“此战失利，非尔等之罪。我看得清楚，乃是明皓仙子实力超群，拥有亚仙尊战力。没想到这里居然也能栽培出这等存在。”冰晶仙王等人得到抚慰，这才平静
皆有亚仙尊,review,67.92,1,1,2190,2190,待考,皆有亚仙尊,从未全力动手，因此没有逼出星宿仙尊出来。但天庭一方却有三位女仙先后现身，皆有亚仙尊战力。明皓仙子便是其中之一。”“这三位女仙分别是明皓、毓秀以及丰雅，皆是
至于丰雅仙子,review,67.92,1,1,2190,2190,待考,至于丰雅仙子,毓秀仙子比她只强不弱，数天前的大战，我方正是增兵和其纠缠，将其拖住。”“至于丰雅仙子，似乎实力更强，但她从未出手过，一直在闭关推算疯魔窟的九层奥秘。书山就是
下局势亚仙尊,review,67.92,1,1,2193,2193,待考,下局势亚仙尊,的，要破解此招，就得摧毁镇运天宫。而镇运天宫一直藏在蛮荒大世界的深处，眼下局势亚仙尊都无法全力出手，如何能够攻打到那里去？天庭无法可想，只能坐视。这样一来，
守护丰雅仙子,review,67.92,1,1,2194,2194,待考,守护丰雅仙子,这样做，正是方源乐于见到的。”毓秀仙子摇头，态度坚决，“眼下最重要的还是守护丰雅仙子。我们速速结阵，抵抗灾劫，给丰雅仙子争取到最宽裕的环境。”几乎与此同时，
给丰雅仙子,review,67.92,1,1,2194,2194,待考,给丰雅仙子,摇头，态度坚决，“眼下最重要的还是守护丰雅仙子。我们速速结阵，抵抗灾劫，给丰雅仙子争取到最宽裕的环境。”几乎与此同时，镇运天宫之中。巨阳仙僵也察觉到了方源
针对丰雅仙子,review,67.92,1,1,2194,2194,待考,针对丰雅仙子,物，也从头顶上的劫云感知到了一丝恐怖的味道。毓秀仙子面沉如水：“这灾劫是针对丰雅仙子而来。她掌握才华蛊，一直都在闭关，全力推算无极魔尊的布置。”智道蛊仙推算
月光从他天灵,review,67.92,1,1,2197,2197,待考,月光从他天灵,个呼吸间就逼近殷无缺！殷无缺咬牙，双手托举，施展出一记杀招——月升。一抹月光从他天灵盖上涌出，旋即上浮，还未浮到高处，黑楼兰的拳头已经打来。砰。一声巨响，殷
不和仙子,review,67.92,1,1,2198,2198,待考,不和仙子,来到黑楼兰的面前。“哦？”黑楼兰微微扬起眉头。殷无缺苦笑道：“实不相瞒，若不和仙子同行，刘家蛊仙前来算账，必定不会放过我。我实在不愿成为黄金部族中的一员。
原来黑月仙子,review,67.92,1,1,2198,2198,待考,原来黑月仙子,、这……”陈诚看得目瞪口呆。“无法善了了。”吴广咋舌，看向殷无缺苦笑，“原来黑月仙子性子是如此的，殷兄你此番能在此人手中保住性命，真是幸运啊。”殷无缺却哼一
缺愿意和仙子,review,67.92,1,1,2198,2198,待考,缺愿意和仙子,还想会会北原的各方霸主，那些超级黄金部族！“仙子大人若有此意，那么我殷无缺愿意和仙子同行，以壮声势。”殷无缺在吴广的搀扶下，来到黑楼兰的面前。“哦？”黑楼兰
巨阳成就仙尊,review,67.92,1,1,2200,2200,待考,巨阳成就仙尊,上。“天外之魔。”他轻哼一声，脑海中浮现起的记忆让他神色微微不悦。昔年，巨阳成就仙尊，走进疯魔窟第八层，得知了当年四尊补天的内情。盗天魔尊为了一己之私，置蛊
也是亚仙尊,review,67.92,1,1,2203,2203,待考,也是亚仙尊,传的所在位置。”毓秀仙子对敌情洞察很深。明皓仙子咬牙：“他还有气海分身，那也是亚仙尊战力，若是放出来，只怕麻烦。我俩联手倒是可以暂时抵挡他们三人，只是狡诈如
天庭亚仙尊,review,67.92,1,1,2203,2203,待考,位天庭亚仙尊,火如荼。“来战吧！”战部渡大吼着，宛若狂龙降世，猛不可挡杀向毓秀、明皓两位天庭亚仙尊。毓秀、明皓二人倏地分离开来，不约而同地撤退，躲得远远的。战部渡再次扑了
成为了亚仙尊,review,67.92,1,1,2203,2203,待考,成为了亚仙尊,这类层次的强者的对手。但是一旦他催出了自由残缺变杀招之后，他就一跃而成，成为了亚仙尊战力！自由残缺变杀招非同小可，绝妙非凡。此招是有三个奇招组成，分别是：奔
涨到了亚仙尊,review,67.92,1,1,2208,2208,待考,涨到了亚仙尊,是方源的变化道分身——战部渡！而此刻，他已然催动了自由残缺变杀招，战力暴涨到了亚仙尊级数。“等等。”阮丹急切间大喊，但战部渡却是狞笑一声，猛地发力。下一刻。
仇杀死了魔尊,review,67.92,1,1,2209,2209,待考,仇杀死了魔尊,中再睁眼，因果树下有青仇。赫然便是太古传奇荒兽——青仇。方源追杀战中，青仇杀死了魔尊幽魂，但也因为魔尊幽魂自爆而粉身碎骨，炸成无数碎片。但神帝城回收了这些碎
战部渡亚仙尊,review,67.92,1,1,2209,2209,待考,战部渡亚仙尊,部渡此刻也面露奇异之色。阮丹的治疗杀招着实厉害，居然能令他再次复活。饶是战部渡亚仙尊战力，一时之间也难以破解。毕竟丹道，就连本体都了解不多。“既然无法破解，
曾经令魔尊,review,67.92,1,1,2209,2209,待考,曾经令魔尊,一刻，神树震动，无数拳影从树叶间飞射而出。正是战部渡之前的攻势。这一招，曾经令魔尊幽魂都难以应付，战部渡更是如此，一时被拳影击退。青仇趁机站起身来，战部渡
气道亚仙尊,review,67.92,1,1,2209,2209,待考,是气道亚仙尊,叹息一声，终于不得不出手，飞速下山，来战气海老祖。气海对阵毓秀！两人一个是气道亚仙尊，另一个是智道亚仙尊。前者猛攻，一心想要破坏天庭打击。而后者早有决意，哪
了倩魂仙子,review,67.92,1,1,2210,2210,待考,在了倩魂仙子,蛊仙，否则我等做多少努力，也会被她瓦解。”大战再起，两座仙蛊屋将目标都放在了倩魂仙子身上。种种杀招迸发，峰伯拼死抵挡，两相交锋，杀得天昏地暗，风浪四起。僵持
公这等亚仙尊,review,67.92,1,1,2210,2210,待考,公这等亚仙尊,得不可开交。眉公、铜公都是八转修为，战力虽然可以和秦鼎菱媲美，但是并非龙公这等亚仙尊。龙魄阴宅、赤霄坛却是重获自由，冲向仙墓，想要抢先将仙墓破坏！轰隆隆！这
因我是仙尊,review,67.92,1,1,2212,2212,待考,是因我是仙尊,“阿宿，你是堂堂仙尊，不能舍身与天意相合啊。”“不。”星宿缓缓摇头，“正是因我是仙尊，我才必须要这样做。”师姐含泪：“阿宿，你刚刚拜师的时候，才不过三岁。是
实不想当仙尊,review,67.92,1,1,2212,2212,待考,实不想当仙尊,取出来，扔在后山中。这团星光依稀有她的影子。童年星宿对这团星影道：“我其实不想当仙尊，可是宿命是不能更改的。大家又对我这样的好，我也要为他们着想呢，也想让我
宿看到心上人,review,67.92,1,1,2212,2212,待考,宿看到心上人,，共探海底深沟等等，情谊浓郁，转为情愫。然而……“你居然是一位异人！”星宿看到心上人的真面目，震惊得连连后退。“星儿，我不是有意隐瞒的，你听我解释。”心上人
又是亚仙尊,review,67.92,1,1,2213,2213,待考,又是亚仙尊,这才复活的。若非如此，宿命大战她们怎么可能不去参与呢？既然是复活的身份，又是亚仙尊，必然青史留名，然而这三人却十分神秘。更关键的是，星宿仙尊一直都不见踪影
等亚仙尊,review,67.92,1,1,2215,2215,待考,等亚仙尊,准定位。”陆畏因口中赞不绝口，紧随其后。随后是战部渡、气绝魔仙、气海老祖等亚仙尊战力。等到众仙都入了元境，白色螺旋光流迅速消散，让其他蠢蠢欲动的蛊仙们失
刘家仙子,review,67.92,1,1,2218,2218,待考,刘家仙子,时微微色变，都感受到了一股欢喜之情。宫痛快微微摇头，强做镇定，低声道：“刘家仙子稍安勿躁，刘兄并未死亡，还有一口气呢。”“你给我镇静，这么多人看着呢，不
挑战黑月仙子,review,67.92,1,1,2218,2218,待考,挑战黑月仙子,刘萝两兄妹之前招揽殷无缺失败，过程中和黑楼兰产生冲突。刘长为报前仇，公开挑战黑月仙子。消息一出，立即引起北原蛊仙界的震动。因此，才有了眼前的这场战斗！仙道杀
解了黑月仙子,review,67.92,1,1,2218,2218,待考,解了黑月仙子,。殷无缺这是出声高喊，喊声又将众仙的注意力调动回来：“按照约定，还请刘家解了黑月仙子身上的光彩夺目杀招。”“这是自然。”刘家蛊仙长者也很痛快，当即施展杀招，
及其余亚仙尊,review,67.92,1,1,2219,2219,待考,及其余亚仙尊,最终竟是巨阳仙尊第一个到达大阵中心！”陆畏因深深叹息。在方源、星宿三相以及其余亚仙尊的注视下，巨阳仙僵却忽然驻足不前了。他停留在一座事实浮冰上，距离大阵中心
庭缺少亚仙尊,review,67.92,1,1,2221,2221,待考,庭缺少亚仙尊,势。但是一旦两方联手起来，天庭就处于下风了。尤其是现在她自己被牵制住，天庭缺少亚仙尊战力，正在战部渡等人的狂攻之下，节节败退。仙道杀招——谦谦有礼！星宿仙尊
众多亚仙尊,review,67.92,1,1,2223,2223,待考,在众多亚仙尊,雷之音，凶威赫赫，给人挡无可挡，避无可避的感觉。巨掌瞄准的乃是气绝魔仙！在众多亚仙尊的气息中，就属他气息最弱。他毕竟在神帝城中封印了这么长一段时间，道痕被抽
乐土也有仙尊,review,67.92,1,1,2224,2224,待考,乐土也有仙尊,后轮到你了，乐土。”星宿仙尊眼中闪过一抹冷光。她对乐土仙尊很不待见。纵然乐土也有仙尊之名，威望极高，但他对异人保留了相当多的同情和爱护。乐土在东海保住了鲛人
绊其他亚仙尊,review,67.92,1,1,2225,2225,待考,绊其他亚仙尊,魂河中跌宕不休，饱受折磨。方源护住身形，周身玄光绽放，有用混彩虹光丝线羁绊其他亚仙尊，防止众仙脱离队伍。在这种险恶的情况下，亚仙尊一旦脱离队伍时间略长，就会
了天道亚仙尊,review,67.92,1,1,2226,2226,待考,了天道亚仙尊,有所发展。没想到的是，乐土比他图谋更大，进展更深。这一次复活，干脆就成为了天道亚仙尊！仗着天道的优势，乐土在生死门中遭受的压制程度最小。幽魂魔尊暴怒，轰隆一
完全是仙尊,review,67.92,1,1,2226,2226,待考,完全是仙尊,撕裂一层层的光网，不断突破。乐土虽然只是亚仙尊修为，但防御手段十分了得，完全是仙尊级数。只是幽魂魔尊发挥全力，乐土得到接应，跟随众人一退再退。群仙情势一如
者其他亚仙尊,review,67.92,1,1,2226,2226,待考,者其他亚仙尊,没有，有此可见星宿仙尊在情绪上的威能！这一点，其实不管方源、巨阳仙僵亦或者其他亚仙尊，都已经尝试过。只是幽魂魔尊状态一如既往，神智从未有清明的迹象。众仙尝试
低都是亚仙尊,review,67.92,1,1,2228,2228,待考,低都是亚仙尊,九十五也被切成两半，命丧当场！天庭成员虽然强大，但是面对方源这等阵容，最低都是亚仙尊的恐怖敌势，就显得羸弱不堪了。并且这样冲杀，没有仙阵、仙蛊屋辅助，堪称捐
毕竟是有仙尊,review,67.92,1,1,2229,2229,待考,毕竟是有仙尊,天庭蛊仙悍不畏死，在星宿棋盘阵中，纷纷以命相搏，将亚仙尊等人勉强控制住。毕竟是有仙尊在帮助他们。当然，他们绝对拦不住方源本体！方源本体出动，冲上高空，也加入
就连当初魔尊,review,67.92,1,1,2230,2230,待考,就连当初魔尊,付。相比较起来，方源威胁低一点，但也绝不能放任。毕竟他得到诸多尊者投资，就连当初魔尊幽魂炼制至尊仙胎蛊时，星宿意志也投注了一手呢。方源不能放任，一旦稍稍放任
次和黑月仙子,review,67.92,1,1,2232,2232,待考,次和黑月仙子,小。楚度深知：楚家眼下看似精诚团结，实际上却是已经到了兴盛衰败的关头！此次和黑月仙子之战，若是能过关，楚家还能维持原状。若是不能，楚度战败的话，那么楚家必定
面对黑月仙子,review,67.92,1,1,2232,2232,待考,面对黑月仙子,蛊仙出现，陆续加入楚度的队伍。这些蛊仙虽然平日里暗中排挤楚家、百足家，但面对黑月仙子等人，又是同一阵营。自然都站在楚度这一边。行至半途，百足天君出现。楚度这
然而黑月仙子,review,67.92,1,1,2233,2233,待考,然而黑月仙子,”百足天君抽回心神，苦笑道：“站在我个人角度，当然希望楚度仙友能够大胜。然而黑月仙子非同小可，实力难测。此番必定是一场龙争虎斗！”“百足大人说的是。”“两人
截其他亚仙尊,review,67.92,1,1,2234,2234,待考,截其他亚仙尊,阳仙尊抽手阻挡。双尊将主要的火力都集中在方源的身上，只余下一小部分精力阻截其他亚仙尊的援手。终于，方源的逆流河被消耗将尽，方源不得不撤销此招。没有了此招阻碍
沈伤等亚仙尊,review,67.92,1,1,2234,2234,待考,沈伤等亚仙尊,只是他们的奋起，也难以分担方源肩头的压力。星宿棋盘阵中，天庭蛊仙拼死纠缠沈伤等亚仙尊们，即便牺牲了性命，也在所不惜。方源渐渐地开始四处逃窜，越发被动。星宿仙
然只有亚仙尊,review,67.92,1,1,2234,2234,待考,然只有亚仙尊,一蓬蓬的飞星。其中大半仍旧重点照顾方源，但剩下的一小半则打向乐土。乐土纵然只有亚仙尊的修为，但是转修了天道，星宿仙尊一时间也摸不准他的路数，必须时刻留神。星
以抵挡亚仙尊,review,67.92,1,1,2236,2236,待考,以抵挡亚仙尊,蛊仙们终究和亚仙尊是有差距的。之前，即便是星宿棋盘阵中，这些天庭蛊仙也难以抵挡亚仙尊，频繁战死沙场。都靠仙墓重生复活之后，迅速奔赴，赶来参战，这才形成一种羸
以阻挡亚仙尊,review,67.92,1,1,2236,2236,待考,以阻挡亚仙尊,有星宿仙尊统筹全局，没有星宿棋盘阵，这些天庭蛊仙立即崩盘，被纷纷屠戮，难以阻挡亚仙尊的脚步。星宿仙尊见此，冷哼一声，立即出手相助。巨阳仙尊怎会放过这等良机，
余亚仙尊,review,67.92,1,1,2236,2236,待考,余亚仙尊,第二百四十节：争夺永生第二百四十节：争夺永生方源眼皮抖了抖。其余亚仙尊心头则狠狠一沉。反观天庭诸仙都是士气大振！方源痛失战部渡这个主力分身，他
终究和亚仙尊,review,67.92,1,1,2236,2236,待考,终究和亚仙尊,我？”陆畏因叹息一声，土黄巨手猛地一握，将车尾生生握成了肉泥。天庭蛊仙们终究和亚仙尊是有差距的。之前，即便是星宿棋盘阵中，这些天庭蛊仙也难以抵挡亚仙尊，频繁
力远超亚仙尊,review,67.92,1,1,2237,2237,待考,力远超亚仙尊,此，难道尊者们都这德行？不过很快，众仙又都接受了这看似荒诞的事实。尊者实力远超亚仙尊，但方源却是不同寻常的。不久前双尊联手，都被他千方百计地苟延残喘下来，足
放任亚仙尊,review,67.92,1,1,2237,2237,待考,放任亚仙尊,样的下场！局势就这样僵持下来，双尊相互牵扯，注意力基本上都放在彼此身上，放任亚仙尊在旁观战。而亚仙尊们想要冲上事实浮冰，也是奢望。一旦有所行动，就会被双尊
再对付亚仙尊,review,67.92,1,1,2239,2239,待考,再对付亚仙尊,要进来，恐怕就十分困难了。只要拖延一段时间，双尊将事实浮冰都收起来，那么再对付亚仙尊们就会非常从容！但就在这时，双尊齐声冷哼。“其他人可以走，但你方源仙友你
堂堂亚仙尊,review,67.92,1,1,2239,2239,待考,堂堂亚仙尊,！气绝魔仙也因为和他牵扯太深，转瞬间被混沌找上门来，一阵冲刷，烟消云散！堂堂亚仙尊，居然连三个呼吸的时间都没有撑过去。混沌大难的恐怖，可见一斑！在场众仙还
时间亚仙尊,review,67.92,1,1,2239,2239,待考,时间亚仙尊,尊，都十分霸道，这些事实浮冰他们不想留给任何外人。方源、陆畏因都被阻止，一时间亚仙尊们偃旗息鼓，只待双尊争斗时出现新机会。漏洞在缓缓扩大。无极魔尊已然身陨，
